user_id,movie_id,rating
8,28248,2
8,25744,3
8,3596,4
8,8112,3
8,26633,1
8,25080,5
8,5800,4
8,22474,2
8,17714,5
8,22476,3
9,20949,4
9,809,3
9,15340,4
9,21721,5
9,25813,5
9,13503,1
9,21086,4
9,16419,2
9,12767,4
9,1401,3
9,16751,5
9,24242,1
9,166,4
9,16981,2
9,2199,1
9,23283,2
9,28708,4
9,1622,5
9,4997,1
9,13714,5
9,15729,2
9,28262,3
9,7117,3
9,146,4
9,6381,5
9,4501,1
9,28817,3
9,27049,3
9,29762,3
9,23821,1
9,27247,4
9,28222,3
9,27189,2
9,10124,1
9,7861,1
9,9559,4
9,13407,5
9,6615,1
9,10879,5
10,21350,2
10,12351,5
10,26455,5
10,14438,4
10,28687,5
10,24236,1
10,23997,4
10,6613,1
10,18562,2
10,25466,3
10,3463,4
10,26394,3
10,1688,4
10,2925,2
10,29120,4
10,19136,1
10,19946,1
10,8618,2
10,27666,2
10,12795,3
10,13805,1
10,22880,4
10,16149,4
10,1676,2
10,29635,1
10,11616,4
10,7131,4
10,3927,4
10,415,3
10,20677,2
10,29471,4
10,8103,5
10,18534,1
10,15907,3
10,14701,4
10,20240,4
10,12456,4
10,516,3
10,22139,5
10,11412,4
10,19962,5
10,2860,1
10,20099,1
10,24419,4
10,10646,5
10,21013,4
11,5040,4
11,22105,1
11,29353,5
11,24890,1
11,21398,2
11,12419,5
11,27644,4
11,10132,3
11,21764,3
11,26552,3
11,28823,3
11,12950,2
11,15997,2
11,21814,4
11,6039,5
11,21813,1
11,4523,1
11,12239,4
11,11215,1
11,4886,2
11,776,5
11,4308,2
11,22998,4
11,12514,5
11,27592,2
11,25802,1
11,17397,1
11,19085,3
11,19113,2
11,23247,2
11,23221,5
11,232,4
11,25962,1
11,7878,5
11,7908,4
11,1523,3
11,11683,1
11,13633,4
12,23106,4
12,829,3
12,20460,1
12,7583,4
12,29180,2
12,22957,4
12,16311,4
12,3102,3
12,2003,3
12,29739,3
12,6951,3
12,9423,1
12,9613,2
12,12593,3
12,12990,1
12,17758,2
12,20960,4
12,984,5
13,27326,5
13,18022,1
13,20836,3
13,22602,5
13,27182,4
13,25875,3
13,19066,3
13,21179,4
13,15514,2
13,25880,4
13,22070,1
13,22780,3
13,8657,5
13,11201,2
13,19360,3
13,2755,1
13,16205,1
13,20563,1
13,20557,2
13,6181,5
13,2649,1
13,28914,3
13,14340,4
13,6633,5
13,9463,5
13,6189,3
13,2051,5
13,13744,1
13,28486,4
13,12592,2
13,8591,3
13,6171,1
13,8026,3
13,15438,1
13,29438,5
13,14050,4
14,20430,4
14,11882,3
14,17862,3
14,26857,1
14,6023,3
14,1534,3
14,6666,5
14,27151,3
14,1076,4
14,20605,3
15,12359,2
15,13433,2
15,18193,5
15,21221,2
15,22208,4
15,6788,2
15,14157,1
15,26611,1
15,3249,2
15,28250,4
15,8426,2
15,21942,4
15,25284,5
15,21168,5
15,2984,2
15,29540,5
15,20781,3
15,6789,5
15,21632,4
15,28341,5
15,18515,2
15,20219,4
15,18570,5
15,21840,4
15,20369,1
16,22710,3
16,8210,4
16,23694,2
16,2924,4
16,27341,4
16,14045,3
16,27159,1
16,23970,5
16,15130,2
16,16910,4
16,14053,3
16,12554,3
16,528,5
16,9892,4
16,29254,4
16,24630,3
17,16347,5
17,2510,1
17,368,2
17,776,1
17,4626,2
17,11431,5
17,17583,1
17,17486,4
17,28410,2
17,20205,1
17,24244,3
17,13387,2
17,616,4
17,3312,3
17,8134,3
17,9315,4
17,7486,3
17,28791,5
17,998,3
17,7763,1
17,6546,2
17,15138,2
17,15757,3
18,19569,1
18,21221,4
18,6673,2
18,28300,1
18,25349,2
18,23554,4
18,28742,1
18,21299,4
18,16182,5
18,2369,4
18,7800,1
18,11781,3
18,11573,2
18,6777,3
18,27998,5
18,26797,2
18,5365,2
18,15973,3
19,17105,2
19,7126,5
19,19440,5
19,8825,1
19,4446,3
19,20293,4
19,18991,5
19,29482,5
19,3480,2
19,16180,4
19,23472,2
19,9308,1
19,29110,1
19,6310,3
19,16656,2
19,25050,3
20,28447,5
20,22486,4
20,14517,2
20,4873,1
20,19283,5
20,23143,5
20,24861,1
20,11244,1
20,13443,5
20,27563,4
20,28570,5
20,2924,2
20,28430,2
20,21200,1
20,371,3
20,498,3
20,9122,3
20,3278,2
20,25874,2
20,1238,3
20,12648,4
20,13046,5
20,9061,3
20,6331,3
20,23534,3
20,18757,4
20,23862,3
20,26487,4
20,29825,4
20,11119,1
20,9684,4
20,5402,5
20,15111,3
20,29543,3
20,15768,4
20,6747,3
20,27289,1
21,19811,5
21,3473,2
21,4111,3
21,29664,3
21,19250,2
21,9900,2
21,26705,2
21,6791,5
21,24422,2
21,10767,2
21,27682,3
21,13823,5
21,10166,4
21,11376,5
21,1623,1
21,27190,5
21,14282,5
21,6994,5
21,18454,2
21,27391,3
21,7869,2
21,3264,4
21,22505,3
21,6918,5
21,12849,4
21,9339,4
21,20959,5
21,15882,3
21,17143,1
21,592,2
21,3825,4
21,8881,4
21,3453,1
21,3358,4
21,13945,3
21,3924,5
21,14347,2
21,4827,5
21,20464,1
21,24901,1
21,9501,5
21,6498,3
21,14098,5
21,10219,4
22,20400,5
22,19632,1
22,4344,2
22,3216,5
22,28742,5
22,344,3
22,15134,4
22,7113,3
22,13724,4
22,17892,5
22,18314,4
22,411,3
22,20898,2
22,23399,4
23,15453,1
23,24270,2
23,25561,2
23,29198,4
23,8180,3
23,18133,4
23,7052,2
23,15418,3
23,19644,5
23,2859,3
23,6084,1
23,11817,4
23,11849,3
23,20558,3
23,4710,3
23,29069,2
23,7825,4
23,21099,2
23,5856,3
23,6587,5
23,16822,4
23,17851,4
23,183,1
23,18091,1
24,5978,1
24,6523,5
24,6413,2
24,16274,1
24,29976,4
24,25044,3
24,16651,4
24,24311,4
24,15018,2
24,14646,5
24,15819,2
24,7318,5
24,28370,4
24,15042,3
25,6715,1
25,2273,5
25,4010,5
25,17556,3
25,6743,1
25,14632,2
25,22526,2
25,5438,1
25,25894,2
25,22746,1
25,1509,2
25,14372,4
25,4441,2
25,13030,5
25,23123,2
25,18828,2
25,11550,5
25,14687,2
25,28950,2
25,28945,1
25,19674,2
25,8332,4
25,15643,1
25,19436,3
25,12600,1
25,2219,3
25,18729,5
26,27008,4
26,23095,3
26,6164,1
26,5244,5
26,26180,1
26,25215,4
26,208,2
26,6507,4
26,12432,3
26,23610,1
26,4802,2
26,14316,1
26,26305,1
26,3944,2
26,23470,4
26,8716,3
26,1866,3
26,9663,5
26,2319,4
26,19313,1
26,278,2
26,16267,2
27,4127,4
27,7898,2
27,24663,2
27,14681,5
27,14804,4
27,21462,1
27,28946,5
27,6312,5
27,19329,1
27,13438,5
27,13441,3
27,21725,5
27,17862,1
27,12667,5
27,25978,4
27,17915,5
27,25598,4
27,10925,5
27,27624,4
27,27873,5
27,5159,3
27,14932,3
27,19758,1
27,14045,5
27,6738,4
27,6899,3
27,8999,5
27,23716,2
27,8606,2
27,6180,5
28,24873,5
28,14860,3
28,7256,1
28,14275,3
28,22820,2
28,1579,4
28,7951,4
28,8927,1
28,4096,5
28,13098,1
28,6714,3
28,5672,3
28,11974,4
28,11766,5
28,13452,1
28,11860,4
28,1786,2
28,9023,4
28,7939,5
29,8413,2
29,19148,1
29,1037,1
29,4174,2
29,7999,3
29,28853,4
29,14137,5
29,25869,4
29,293,1
29,9592,2
29,29374,4
29,8367,2
29,10325,1
29,5962,2
29,20164,1
29,19105,2
29,19877,1
29,19525,1
29,29486,5
29,6947,1
29,11366,5
29,997,4
29,6951,4
29,27143,2
29,901,3
29,13982,1
29,29805,5
29,5157,1
29,27052,2
29,13458,5
29,11060,4
29,29408,2
29,8879,3
29,3643,3
29,9605,5
29,16787,2
29,10886,5
29,8731,3
29,18276,3
29,699,2
29,8906,1
29,12242,4
29,4695,2
29,25478,3
29,1170,4
29,22969,1
29,1399,5
29,11639,4
29,22580,5
29,22809,5
30,3490,2
30,21724,2
30,9481,3
30,7386,3
30,3316,3
30,25631,3
30,18486,3
30,9322,2
30,2716,2
30,21070,1
30,10849,4
30,19234,3
30,4050,3
30,21510,2
30,8117,2
30,3067,2
30,9407,4
30,9017,1
30,15777,1
30,3379,3
30,18578,4
30,19702,4
30,25873,5
30,2008,5
30,8805,2
30,15868,3
30,20092,1
30,28307,4
30,4866,4
30,21095,3
30,10949,2
30,2551,4
30,15135,2
30,27742,4
30,11698,2
30,21238,1
30,9353,2
30,3700,3
30,7617,4
30,22009,4
30,27338,5
30,22577,3
31,4097,5
31,22927,3
31,23317,5
31,5035,4
31,14132,3
31,3585,2
31,12564,3
31,27067,1
31,1655,1
31,2379,3
31,26212,1
31,23503,1
31,24666,4
31,24266,2
31,7657,1
31,24848,2
31,26084,3
31,28949,2
31,8283,2
31,24262,3
31,20899,3
31,27241,5
31,10531,2
32,399,4
32,2629,5
32,11038,2
32,961,3
32,1278,5
32,25369,4
32,2464,4
32,3417,4
32,14077,2
32,6565,5
32,14814,1
32,13414,1
32,12981,4
32,13475,3
32,12579,5
32,10180,1
32,15016,4
32,7254,3
32,21321,5
33,15905,4
33,21445,5
33,6633,4
33,13759,1
33,16294,3
33,21739,5
33,10695,5
33,18456,1
33,106,1
33,5434,3
33,26649,1
33,23987,1
33,7397,4
33,18881,2
33,12562,4
33,26642,2
33,21822,5
33,19467,1
33,27020,4
33,10298,4
33,25187,5
33,12911,2
33,9294,4
33,9395,5
33,13951,2
33,6615,2
33,15240,3
33,12710,1
33,19217,3
33,23993,1
33,10377,3
33,21257,3
33,21925,4
33,3777,1
33,9859,2
34,14888,2
34,22785,3
34,1314,4
34,1677,5
34,5444,2
34,716,2
34,23658,1
34,19532,1
34,23962,2
34,5673,4
34,13637,2
34,27964,4
34,8661,3
34,25922,2
34,14155,5
34,20231,4
34,12778,2
34,623,5
34,18887,5
34,21135,2
34,20249,1
34,8315,4
34,9764,3
34,28759,2
34,26548,3
34,7889,2
34,80,5
34,23905,4
34,17397,5
34,27683,2
34,25984,5
34,24398,1
35,17730,3
35,17774,5
35,10514,3
35,24645,3
35,12181,2
35,24225,2
35,29737,1
35,27405,3
35,10205,2
35,26869,5
35,21707,3
35,15306,4
35,5235,2
35,5242,2
35,17432,2
35,3378,1
35,11527,1
35,18342,1
35,18557,1
35,2406,5
35,5043,5
35,2686,1
35,20383,2
36,3419,1
36,17281,1
36,11987,2
36,20489,5
36,8877,2
36,24709,1
36,13165,2
36,3522,5
36,18887,2
36,28529,4
36,20906,3
36,29829,5
36,23655,4
36,21295,4
36,25727,5
36,21698,2
36,21427,3
36,22736,4
36,13095,4
36,29514,5
36,17421,3
36,21554,2
37,5140,1
37,22874,2
37,27834,1
37,7245,4
37,2442,2
37,3796,1
37,17544,5
37,10160,3
37,23160,4
37,14460,5
37,15482,4
37,13576,1
37,15150,1
37,27749,1
37,6224,1
37,9349,1
37,17192,5
37,10204,2
37,12042,2
37,22565,1
37,21475,3
37,733,5
37,1284,3
37,29116,3
37,11013,4
37,27034,5
37,18000,2
37,5528,4
37,17374,4
37,20044,5
37,19947,2
37,2034,5
37,27222,4
37,23843,2
37,24784,5
37,27835,1
37,2009,3
37,15985,2
37,5211,4
37,22271,3
37,25237,1
37,11331,4
37,16691,3
37,17332,2
37,20881,2
37,27996,3
38,26520,4
38,27149,4
38,11143,5
38,23847,2
38,21502,5
38,8584,4
38,4645,4
38,9464,5
38,29366,3
38,21538,2
38,22649,3
38,17290,2
38,19137,1
38,16543,1
38,29362,4
38,11715,2
38,4491,2
38,18547,1
38,25093,5
38,27257,2
38,16888,1
38,15668,1
38,9595,1
38,3406,3
38,24019,2
38,11186,3
38,22950,3
39,22479,5
39,9223,1
39,28379,3
39,14910,3
39,2115,5
39,1958,5
39,6844,5
39,29634,1
39,24045,1
39,10445,1
39,17451,5
39,27293,3
40,15283,4
40,23433,4
40,22505,3
40,11465,4
40,25300,4
40,19724,2
40,27622,5
40,18975,4
40,15127,5
40,21151,2
40,321,2
40,18263,4
40,16754,1
40,11594,1
40,4590,5
40,13823,5
40,21884,5
40,4955,4
40,18697,4
40,25497,2
40,9636,3
40,2920,5
40,15730,3
40,8120,4
40,7411,4
40,22129,4
40,25014,2
40,28908,3
40,29596,1
40,21525,2
40,14433,5
40,10669,2
40,26426,1
40,11111,1
40,15450,3
40,25778,2
40,6530,5
40,22934,2
40,19253,1
40,16058,1
40,28643,3
40,17938,3
40,16793,1
41,11779,5
41,17815,1
41,8231,5
41,18016,3
41,3210,1
41,21125,3
41,14759,5
41,1479,2
41,6332,3
41,25285,5
41,12396,2
41,27995,4
41,16940,4
41,21725,1
41,23839,5
41,17616,3
41,16244,4
41,24235,3
41,24111,2
41,16787,3
41,8839,4
41,24425,5
41,26135,2
41,15203,2
41,13826,1
41,1635,3
41,12537,4
41,13405,1
41,10456,1
41,18322,2
41,3909,1
41,1852,1
41,21235,4
41,21176,4
41,13842,4
41,20703,3
41,4698,3
41,28035,5
41,4593,1
42,20451,3
42,14830,2
42,5658,5
42,12506,4
42,27857,3
42,6105,2
42,20525,2
42,24513,1
42,28766,1
42,12408,5
42,13935,3
42,10121,1
42,24970,4
42,5057,5
42,22719,3
42,11042,4
42,24481,5
42,25059,4
42,24870,1
42,26374,1
42,16571,1
42,3967,4
42,20737,3
42,23265,4
42,10242,2
42,16413,4
42,22949,3
42,23333,3
42,25026,2
42,14857,3
42,19654,5
42,23242,5
42,26794,3
42,20994,5
42,2802,2
42,15491,3
43,25707,5
43,21659,2
43,23840,2
43,20915,2
43,29258,4
43,15151,5
43,13314,2
43,29550,2
43,9135,5
43,107,2
43,3446,5
43,19817,1
43,7002,2
43,8059,4
43,14101,3
43,10245,3
43,17041,5
43,12411,5
43,15992,4
43,21572,5
43,3798,5
43,25653,4
43,24645,5
44,401,1
44,11591,2
44,4287,4
44,26974,1
44,18307,2
44,21844,3
44,24558,3
44,24510,4
44,4880,4
44,11579,5
44,18453,4
44,9604,1
44,6283,4
44,29535,1
44,22902,5
44,12493,5
44,28209,3
44,15669,5
44,27243,4
44,8808,4
44,4987,3
44,20292,1
44,14243,5
44,21184,4
44,24274,5
45,21751,2
45,20323,1
45,6981,4
45,21191,5
45,5343,1
45,5715,2
45,22030,5
45,5427,1
45,5364,2
45,24339,5
45,17880,4
46,9332,2
46,24211,4
46,4255,1
46,2025,2
46,5443,3
46,3193,3
46,8965,3
46,17422,1
46,14051,4
46,19811,3
46,16491,4
46,18413,3
46,13586,4
46,28068,5
46,28428,1
46,20698,4
46,4911,4
46,26312,3
46,4292,2
46,14524,4
46,19853,4
46,17432,3
46,8657,5
46,5768,5
46,2173,5
46,12686,1
46,9614,1
46,4970,4
46,4555,5
46,21713,2
46,16463,4
46,11853,4
46,20198,3
46,21684,4
46,6076,2
46,8294,5
46,18998,4
46,27505,2
46,18856,2
46,26151,1
46,17125,5
46,11020,2
46,9343,3
47,18339,3
47,22684,5
47,12229,5
47,5093,1
47,165,3
47,14498,4
47,16522,1
47,22231,1
47,14364,2
47,26688,5
47,20217,5
47,4732,5
47,15740,2
47,3772,3
47,23101,4
47,9540,5
47,9782,5
47,22918,3
47,22103,3
47,24828,4
47,11222,5
47,5820,5
47,2244,5
47,13068,2
47,985,3
47,4426,4
47,8121,3
47,25538,4
47,8174,2
47,11836,3
47,17300,4
47,5476,3
47,4302,3
47,26059,5
47,16601,5
47,28007,4
47,7315,3
47,11016,5
47,25912,5
47,2432,1
47,19154,3
47,28076,4
47,13188,5
47,8912,4
47,16563,3
48,27764,5
48,13251,1
48,9669,4
48,23888,4
48,10309,1
48,10670,4
48,24688,2
48,12128,2
48,12170,4
48,16630,5
48,28404,4
48,25870,3
48,29272,5
48,6883,4
48,11814,2
48,11888,1
48,2388,1
48,14557,2
48,29340,4
48,25914,3
48,6549,5
49,3599,4
49,14259,2
49,19448,1
49,16012,4
49,20504,3
49,23971,5
49,3980,5
49,12578,2
49,6806,3
49,17028,2
49,4097,5
49,24484,3
49,20446,4
49,25882,2
50,5647,5
50,12225,3
50,1984,1
50,10347,4
50,65,5
50,2327,2
50,19935,1
50,4054,3
50,24216,2
50,27102,5
50,16505,4
50,29673,1
50,4526,3
50,6790,1
50,6988,4
50,26299,1
50,10781,5
50,21213,2
50,20565,4
50,15551,4
50,29302,1
50,23071,1
50,15448,4
50,19849,1
50,1762,5
50,12770,2
50,10918,4
50,8264,4
50,24647,4
50,27929,1
50,28982,2
50,27427,4
50,27719,3
50,16879,3
50,28255,1
50,5364,1
50,1996,5
50,16922,2
50,24892,5
50,1568,5
50,27254,3
50,3698,2
50,17188,5
50,20914,3
50,23021,1
50,3752,2
50,23816,2
50,8558,5
51,8494,3
51,16128,3
51,13878,1
51,22226,3
51,17625,2
51,12794,3
51,3644,5
51,5536,5
51,26357,1
51,29639,5
51,20145,3
51,2239,3
51,17351,4
51,3894,4
51,23612,5
51,19101,4
51,23119,4
51,25639,2
51,25889,2
51,7238,2
51,23047,3
51,8591,2
51,9934,2
51,29630,5
51,28935,2
51,19144,4
51,18659,3
51,6444,3
51,13391,5
51,14990,2
51,806,4
51,1815,3
51,689,5
51,4959,2
52,16858,3
52,18765,1
52,8023,5
52,26196,4
52,14512,2
52,14368,3
52,9302,1
52,19011,3
52,20406,4
52,8799,1
52,256,5
52,14756,3
52,25710,2
52,8150,4
52,10625,2
52,28,3
52,29114,1
52,29187,5
52,19455,5
52,19458,2
52,28282,2
52,8510,1
52,3621,4
52,4567,2
52,1241,3
52,13888,3
52,11476,1
52,24629,3
52,20141,2
52,4475,3
52,27895,3
52,18176,2
52,731,4
52,12522,5
52,10464,5
52,19338,3
52,3465,3
52,8672,3
52,29468,4
52,4476,1
52,6685,4
53,28553,1
53,18787,3
53,24770,3
53,19123,2
53,18710,3
53,4952,2
53,15407,5
53,12778,1
53,7566,1
53,5664,4
53,26871,1
53,20968,3
53,17290,1
53,22424,2
53,18245,4
53,4524,1
54,28936,2
54,27402,5
54,17484,2
54,28596,2
54,15560,2
54,10309,4
54,19847,5
54,22823,1
54,25264,1
54,9945,2
54,641,3
54,15771,4
54,15495,5
54,16807,2
54,9794,2
54,16334,3
54,1111,3
54,1122,2
54,12865,5
54,13795,2
54,16397,2
54,12584,4
54,21210,5
54,11533,3
54,26564,1
54,27965,3
54,27605,5
54,8087,3
54,13330,1
54,20160,1
54,639,2
54,27933,5
54,9190,1
54,19500,5
54,8222,1
54,15166,2
54,4304,3
54,21074,2
54,20134,2
54,11744,4
54,6852,5
54,4809,4
55,15749,3
55,17029,5
55,5045,2
55,14147,1
55,12234,5
55,22567,5
55,19294,1
55,22838,4
55,11088,5
55,17745,1
55,23194,3
55,9894,1
55,11664,4
55,22473,3
55,16442,3
55,22277,1
55,7419,3
55,28829,4
55,1510,5
56,2537,4
56,10029,4
56,15223,5
56,19170,1
56,11212,3
56,11945,5
56,4682,3
56,10176,1
56,9003,5
56,17986,5
56,2401,2
56,20317,4
56,5846,3
56,25751,5
56,13103,1
56,26318,5
56,19514,5
56,20052,4
56,14025,4
56,14509,5
56,12827,3
56,1477,3
56,27505,1
56,4146,5
56,613,3
56,29491,3
56,20473,2
56,3014,4
56,2111,2
56,15583,4
56,4391,2
56,3319,2
56,1419,1
56,19938,1
56,27092,4
56,11345,1
56,26163,4
56,21963,4
56,22843,3
56,27882,5
56,9211,4
56,9653,3
56,11582,2
56,26421,5
56,15186,4
56,20378,5
57,11246,4
57,27318,2
57,17199,3
57,28025,5
57,12122,3
57,15292,2
57,850,2
57,7677,4
57,16632,4
57,958,5
57,20649,1
57,4189,4
57,27401,5
57,2433,1
57,6756,4
57,1321,2
57,15892,3
57,8518,4
57,21050,4
57,19941,4
57,25246,3
57,12769,2
57,21192,1
57,8796,4
57,28416,5
57,12464,2
57,17010,1
57,412,1
57,20387,4
57,20031,1
57,6875,4
57,11763,4
57,5574,2
57,23979,4
57,1182,5
57,13773,5
57,9312,3
57,6762,1
57,20818,4
57,20968,1
57,12021,3
58,3735,4
58,16851,5
58,25170,4
58,9069,5
58,12056,1
58,4037,5
58,10987,4
58,7107,3
58,20251,1
58,6008,2
58,13620,3
58,3206,4
58,16678,1
58,153,3
58,12739,3
58,6174,1
59,29127,3
59,11299,4
59,8396,1
59,14907,4
59,372,4
59,7889,2
59,16400,4
59,21173,4
59,29518,2
59,9306,3
59,10047,5
59,19764,2
59,1397,4
59,19530,5
59,1586,3
59,1134,3
59,29834,3
59,18807,2
59,19269,5
59,15498,5
59,21359,1
59,1952,1
59,28725,5
59,14935,2
59,25798,4
59,1028,3
59,24313,1
59,13892,1
59,24283,2
59,24167,2
59,10265,4
59,3853,3
60,25437,2
60,2123,1
60,21688,2
60,23838,5
60,24861,2
60,28771,1
60,3303,4
60,1307,1
60,6634,4
60,29275,2
60,12641,1
60,26020,5
60,7167,4
60,16405,4
60,28078,1
61,15256,1
61,10268,1
61,554,2
61,24616,3
61,8843,2
61,25079,3
61,11348,5
61,21216,3
61,15016,3
61,14057,1
61,13559,1
61,24704,5
61,19376,1
61,11465,1
62,22446,5
62,11621,1
62,9254,1
62,13804,2
62,26931,5
62,1417,2
62,9958,2
62,17606,4
62,14355,3
62,9758,1
62,16014,2
62,9340,4
62,1921,5
62,22361,2
62,1936,2
62,23732,5
62,3874,4
62,7382,3
62,16271,3
62,27644,2
62,26378,1
62,9946,2
62,11163,3
62,3962,1
63,22152,2
63,2122,4
63,7229,4
63,202,4
63,23423,5
63,29465,2
63,8935,2
63,21162,2
63,5243,5
63,1172,4
63,28762,1
63,11665,1
63,17886,3
63,1501,3
63,14815,1
63,8745,4
63,757,5
63,11157,2
63,3466,1
63,22924,1
63,7893,3
63,24827,4
63,12746,4
63,3872,4
63,29799,1
63,14989,3
63,801,2
63,17881,1
63,3396,3
63,23736,1
63,2265,1
63,7821,4
63,26429,3
63,16883,2
63,19271,1
64,12396,1
64,29293,3
64,23039,2
64,2648,4
64,20759,5
64,29730,2
64,17198,3
64,7171,1
64,21094,1
64,15104,2
64,9639,2
64,6126,1
64,12188,3
64,26249,1
64,25184,1
64,12156,2
65,7910,2
65,24962,4
65,1573,2
65,17701,1
65,18807,2
65,7778,5
65,1732,4
65,24239,3
65,10591,5
65,14390,5
65,17789,4
65,1981,3
65,23787,3
65,23687,1
65,13347,1
65,4729,2
65,24889,5
65,13348,5
65,20300,1
65,18034,5
65,10894,2
65,18895,4
65,18745,2
65,25538,4
65,1264,4
65,8022,3
65,11523,1
65,1228,2
65,2547,3
65,2335,1
65,4025,1
65,1297,1
65,20916,4
65,9104,4
65,26952,4
65,4714,4
65,3666,3
65,18029,1
65,29648,1
65,23924,5
65,27249,5
65,4022,1
65,15890,1
65,20896,5
65,7529,2
65,10395,2
65,6547,1
65,23413,4
66,4645,3
66,24844,4
66,17536,3
66,27808,4
66,25511,3
66,15275,2
66,7842,5
66,11186,1
66,4118,3
66,9222,3
66,16492,3
66,26516,3
66,4140,5
66,5957,3
66,26706,5
66,20888,3
66,16431,2
66,3929,4
66,10390,1
66,6401,3
66,29549,5
66,22254,2
66,13521,2
66,10235,2
66,9474,5
66,3280,1
66,3119,1
66,8788,5
66,2499,4
66,12927,3
66,19246,2
66,15126,3
66,13245,5
66,16904,5
66,26242,5
66,25900,2
66,29608,3
66,7138,1
66,10816,4
67,7160,4
67,1620,1
67,19900,2
67,27577,3
67,7534,3
67,13036,1
67,7923,2
67,5666,4
67,20702,4
67,22070,2
67,8415,4
67,27281,3
67,13247,5
67,22550,2
67,9904,2
67,17995,4
67,27489,5
67,7940,2
67,25331,2
67,17339,3
67,17645,1
67,17333,5
67,7959,3
67,939,2
67,751,3
67,14950,1
67,24387,2
67,17157,1
67,17379,2
67,13245,3
67,24384,2
67,12794,3
67,14415,2
67,4428,4
67,27499,5
67,28114,3
67,20120,2
67,19985,3
67,6760,5
67,1840,4
67,2903,1
68,10144,3
68,1505,2
68,14946,2
68,14561,4
68,20739,2
68,26128,2
68,893,5
68,1386,5
68,11391,4
68,16633,5
69,26498,5
69,4242,4
69,4112,4
69,26403,5
69,25400,2
69,21573,3
69,11254,5
69,3098,3
69,28463,5
69,4921,4
69,11277,1
69,2451,1
69,15703,4
69,28471,4
69,22813,1
69,23962,2
69,29761,2
69,9052,4
69,8396,2
69,8507,4
69,5616,4
69,11424,5
69,28584,3
69,13721,4
69,23394,5
69,29432,4
69,24715,4
69,16399,1
69,9771,3
69,29868,4
69,22067,5
69,24931,1
69,23131,2
69,531,3
69,27964,1
69,17658,1
69,4297,1
69,603,1
69,4245,5
69,6715,3
69,18722,1
69,8688,2
69,8630,4
69,19647,4
70,24123,4
70,29571,3
70,6982,5
70,29671,4
70,4135,2
70,10774,5
70,2475,5
70,24475,1
70,4219,5
70,19671,3
70,27057,4
70,7026,5
70,29974,2
70,5491,4
70,17635,5
70,28828,1
70,7017,2
70,28955,2
70,27181,4
70,17912,1
70,2623,5
70,19051,2
70,5995,3
70,5157,2
70,2780,1
